hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,55,2015,August,35,24,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,145.4,1,1,Check-Out,2015-08-29
City Hotel,1,175,2017,July,27,6,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,117.9,0,0,Canceled,2017-01-12
City Hotel,0,215,2017,July,28,13,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,99.9,0,1,Check-Out,2017-07-16
City Hotel,0,213,2017,August,35,28,1,3,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,D,D,1,No Deposit,19.0,,0,Transient-Party,104.0,0,1,Check-Out,2017-09-01
Resort Hotel,0,11,2016,June,25,13,1,0,1,1.0,0,BB,PRT,Direct,Direct,0,0,0,C,C,1,No Deposit,250.0,,0,Transient,165.0,0,0,Check-Out,2016-06-14
City Hotel,0,5,2016,January,3,13,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,66.0,0,0,Check-Out,2016-01-16
Resort Hotel,0,180,2017,July,31,30,2,2,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,410.0,,0,Transient,106.35,0,1,Check-Out,2017-08-03
City Hotel,0,1,2015,August,33,12,0,2,1,2.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,B,B,2,No Deposit,20.0,,0,Transient,0.0,0,4,Check-Out,2015-08-14
City Hotel,1,169,2017,June,23,8,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,0,Transient,170.0,0,0,Canceled,2016-12-21
Resort Hotel,0,19,2017,March,10,7,0,4,2,0.0,0,HB,AUT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,75.0,1,0,Check-Out,2017-03-11
Resort Hotel,0,156,2017,May,19,8,2,5,2,0.0,0,HB,IRL,Groups,TA/TO,0,0,0,E,E,0,No Deposit,434.0,,0,Transient-Party,102.0,0,0,Check-Out,2017-05-15
City Hotel,0,90,2017,May,18,6,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,135.0,0,1,Check-Out,2017-05-09
City Hotel,0,46,2016,June,26,20,1,1,3,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,134.1,0,1,Check-Out,2016-06-22
City Hotel,1,14,2016,April,15,7,2,3,2,0.0,0,BB,QAT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,125.2,0,0,Canceled,2016-03-27
City Hotel,1,73,2017,May,21,24,0,3,1,0.0,0,BB,MAC,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,153.0,0,0,Canceled,2017-03-22
City Hotel,1,285,2017,April,16,17,1,3,2,1.0,0,BB,BHR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,1,Canceled,2016-12-13
City Hotel,1,167,2017,July,26,1,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,117.9,0,0,Canceled,2017-03-07
Resort Hotel,1,0,2016,November,47,14,1,0,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,65.0,0,0,No-Show,2016-11-14
City Hotel,0,67,2017,March,12,23,0,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,133.2,0,1,Check-Out,2017-03-26
Resort Hotel,1,212,2017,July,28,14,3,7,2,2.0,0,HB,SEN,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,289.6,0,0,Canceled,2017-06-14
City Hotel,1,114,2017,March,12,19,2,2,2,0.0,0,SC,LUX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,74.8,0,0,Canceled,2016-11-26
City Hotel,1,166,2016,August,32,5,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.45,0,0,Canceled,2016-05-31
City Hotel,1,150,2017,June,24,17,2,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,120.0,0,0,Canceled,2017-01-18
Resort Hotel,0,196,2016,December,53,30,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,308.0,0,Transient-Party,114.0,0,0,Check-Out,2017-01-02
Resort Hotel,0,207,2017,April,14,6,1,3,1,0.0,0,BB,NZL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,51.0,0,1,Check-Out,2017-04-10
City Hotel,0,0,2016,February,9,24,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,85.0,0,0,Check-Out,2016-02-25
City Hotel,0,26,2017,March,9,1,2,4,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,113.0,0,1,Check-Out,2017-03-07
City Hotel,1,334,2017,February,8,25,2,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,95.4,0,1,Canceled,2016-12-29
Resort Hotel,1,65,2017,May,18,1,1,3,2,1.0,0,BB,IRL,Direct,Direct,0,0,0,G,G,0,No Deposit,250.0,,0,Transient,150.0,0,0,Canceled,2017-04-10
City Hotel,0,66,2016,August,32,4,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9.0,,0,Transient-Party,127.38,0,1,Check-Out,2016-08-05
Resort Hotel,0,222,2016,May,22,23,2,5,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,C,2,No Deposit,,223.0,0,Transient-Party,66.0,0,0,Check-Out,2016-05-30
City Hotel,1,43,2016,March,11,8,1,5,1,0.0,0,BB,CPV,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,68.47,0,0,Canceled,2016-02-12
Resort Hotel,0,26,2016,May,19,7,2,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,105.0,1,1,Check-Out,2016-05-12
City Hotel,1,351,2015,October,40,3,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-06
City Hotel,0,16,2016,June,25,12,1,0,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,G,G,0,No Deposit,,,0,Transient,0.0,1,2,Check-Out,2016-06-13
City Hotel,1,100,2015,October,44,31,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-10-19
Resort Hotel,1,50,2016,August,35,22,3,6,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,200.67,0,1,Canceled,2016-07-06
Resort Hotel,0,24,2016,May,19,7,2,5,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,15.0,,0,Transient-Party,85.0,0,0,Check-Out,2016-05-14
City Hotel,0,65,2017,April,14,3,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,126.0,0,0,Check-Out,2017-04-07
Resort Hotel,0,159,2017,July,27,2,2,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,96.25,0,1,Check-Out,2017-07-05
City Hotel,0,2,2017,January,4,27,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,2017-01-30
City Hotel,0,16,2016,December,50,7,2,4,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.38,0,0,Check-Out,2016-12-13
City Hotel,0,190,2016,July,31,24,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.95,1,1,Check-Out,2016-07-28
Resort Hotel,0,0,2017,July,29,18,0,0,2,0.0,0,BB,PRT,Direct,Direct,1,0,0,A,G,0,No Deposit,,,0,Transient,0.0,0,0,Check-Out,2017-07-18
City Hotel,1,16,2016,October,44,29,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,2,Canceled,2016-10-24
City Hotel,1,183,2017,June,23,8,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,86.0,,0,Transient,120.0,0,0,Canceled,2016-12-07
Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,2015-12-10
City Hotel,1,226,2017,July,29,18,0,5,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,111.78,0,1,Canceled,2017-02-11
Resort Hotel,0,0,2016,April,16,11,1,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,59.4,0,1,Check-Out,2016-04-12
City Hotel,0,9,2017,February,6,5,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.8,0,1,Check-Out,2017-02-09
City Hotel,0,199,2016,October,44,28,0,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,29.0,,0,Transient-Party,95.0,0,0,Check-Out,2016-10-30
Resort Hotel,0,15,2017,August,35,30,0,4,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,210.75,0,3,Check-Out,2017-09-03
City Hotel,1,19,2015,October,41,6,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,1,0,A,A,0,Non Refund,82.0,,0,Transient,90.0,0,0,Canceled,2015-09-17
City Hotel,0,46,2016,September,37,4,2,2,2,1.0,0,HB,ESP,Direct,Direct,0,0,0,D,D,1,No Deposit,14.0,,0,Transient,172.03,0,0,Check-Out,2016-09-08
City Hotel,0,19,2015,September,40,28,1,0,1,0.0,0,BB,CHE,Groups,TA/TO,0,0,0,A,B,1,No Deposit,1.0,,0,Transient-Party,170.0,0,0,Check-Out,2015-09-29
City Hotel,1,87,2016,May,20,10,0,5,2,0.0,0,BB,CN,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,127.5,0,0,Canceled,2016-02-25
City Hotel,1,10,2016,January,1,2,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient,83.58,0,0,Canceled,2015-12-31
Resort Hotel,0,5,2017,June,23,6,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,1,0,3,A,D,0,No Deposit,5.0,,0,Group,89.6,0,1,Check-Out,2017-06-07
Resort Hotel,0,38,2016,February,9,21,3,5,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,58.8,1,1,Check-Out,2016-02-29
Resort Hotel,0,0,2016,November,48,24,0,1,1,0.0,0,BB,PRT,Direct,Direct,1,0,2,A,D,0,No Deposit,,,0,Transient,44.0,0,1,Check-Out,2016-11-25
City Hotel,1,112,2016,August,35,24,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,157.0,,0,Transient,116.28,0,0,Canceled,2016-05-04
Resort Hotel,1,26,2017,April,16,20,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,115.0,0,1,Canceled,2017-03-25
Resort Hotel,0,31,2016,October,45,30,2,4,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient-Party,70.45,0,2,Check-Out,2016-11-05
City Hotel,0,59,2016,August,32,5,1,2,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,104.64,0,1,Check-Out,2016-08-08
City Hotel,1,87,2017,April,15,15,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,95.0,0,0,Canceled,2017-01-18
City Hotel,1,28,2017,August,32,9,0,2,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,190.0,0,0,Canceled,2017-07-14
Resort Hotel,1,131,2016,December,53,28,2,8,1,0.0,0,Undefined,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,96.0,0,2,Canceled,2016-08-23
City Hotel,0,12,2016,December,51,12,1,0,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,104.0,0,0,Check-Out,2016-12-13
City Hotel,1,45,2017,July,29,20,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,117.0,0,0,Canceled,2017-06-12
Resort Hotel,1,220,2016,July,27,1,2,6,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,120.0,0,1,Canceled,2016-03-01
City Hotel,0,0,2015,December,49,2,4,9,2,0.0,0,BB,BRA,Direct,Direct,0,0,0,A,A,3,No Deposit,,,0,Transient,89.0,0,0,Check-Out,2015-12-15
Resort Hotel,1,95,2017,June,23,9,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,,0,Transient,136.0,0,1,Canceled,2017-05-23
Resort Hotel,0,1,2016,October,42,10,1,3,2,2.0,0,BB,CHE,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,135.0,1,0,Check-Out,2016-10-14
Resort Hotel,0,132,2016,July,30,18,1,3,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,196.0,,0,Transient,198.5,0,0,Check-Out,2016-07-22
Resort Hotel,0,5,2017,January,4,26,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,48.0,0,0,Check-Out,2017-01-28
Resort Hotel,0,0,2016,January,3,11,1,3,2,0.0,0,BB,PRT,Direct,Direct,1,0,2,A,A,1,No Deposit,,,0,Transient,43.0,0,1,Check-Out,2016-01-15
Resort Hotel,0,14,2017,January,2,8,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,48.0,0,1,Check-Out,2017-01-12
Resort Hotel,0,11,2015,August,35,28,1,2,2,1.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,5.0,,0,Transient,114.13,0,1,Check-Out,2015-08-31
City Hotel,0,127,2017,August,32,9,0,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.0,0,1,Check-Out,2017-08-11
City Hotel,0,35,2017,March,9,1,0,4,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,104.73,0,2,Check-Out,2017-03-05
Resort Hotel,1,355,2017,May,21,27,0,1,2,1.0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,122.5,0,0,Canceled,2016-07-26
City Hotel,0,155,2016,May,21,16,1,3,2,0.0,0,BB,LUX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,76.58,0,1,Check-Out,2016-05-20
Resort Hotel,0,2,2017,March,9,1,0,1,2,0.0,0,BB,PRT,Corporate,Direct,1,1,1,A,A,1,No Deposit,,195.0,0,Transient,40.0,0,0,Check-Out,2017-03-02
City Hotel,0,9,2016,October,44,29,2,1,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,105.0,0,1,Check-Out,2016-11-01
Resort Hotel,0,0,2015,October,41,5,1,3,2,0.0,0,FB,PRT,Corporate,Corporate,0,0,0,A,H,0,No Deposit,,174.0,0,Transient-Party,109.0,0,0,Check-Out,2015-10-09
City Hotel,0,8,2017,May,18,2,0,4,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,160.0,0,0,Check-Out,2017-05-06
City Hotel,0,5,2017,February,8,25,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,E,F,0,No Deposit,14.0,,0,Transient,167.0,1,1,Check-Out,2017-02-26
City Hotel,1,37,2016,October,42,13,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56.0,,0,Transient-Party,105.0,0,0,Canceled,2016-09-06
City Hotel,0,457,2017,August,34,25,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,122.4,0,1,Check-Out,2017-08-27
City Hotel,1,189,2016,October,44,28,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,96.3,0,4,No-Show,2016-10-28
Resort Hotel,0,15,2016,August,32,4,0,3,2,0.0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,241.0,,0,Transient,168.63,0,2,Check-Out,2016-08-07
City Hotel,0,30,2017,April,13,1,1,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,150.0,0,0,Check-Out,2017-04-03
Resort Hotel,0,19,2017,January,5,29,4,7,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient-Party,34.4,0,0,Check-Out,2017-02-09
Resort Hotel,0,189,2017,August,31,3,2,8,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,314.0,,0,Transient-Party,163.08,0,0,Check-Out,2017-08-13
Resort Hotel,0,32,2017,February,7,13,1,3,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,241.0,,0,Transient,41.87,0,1,Check-Out,2017-02-17
Resort Hotel,1,189,2016,January,2,5,0,5,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,25.11,0,2,Canceled,2015-12-26
City Hotel,1,35,2016,November,49,28,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,2,No Deposit,,,0,Transient-Party,75.0,0,0,Canceled,2016-11-25
City Hotel,0,109,2016,July,29,10,2,3,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,16.0,,0,Transient,102.25,0,0,Check-Out,2016-07-15
Resort Hotel,1,270,2017,July,27,4,2,6,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,105.47,0,2,Canceled,2016-10-11
City Hotel,0,36,2016,October,44,28,1,2,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.0,0,1,Check-Out,2016-10-31
City Hotel,1,342,2015,September,39,24,2,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,170.0,0,0,Canceled,2015-08-21
Resort Hotel,0,336,2016,September,38,15,2,8,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,F,1,No Deposit,,223.0,0,Transient,72.6,0,0,Check-Out,2016-09-25
City Hotel,0,233,2015,November,45,7,1,1,2,0.0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,60.0,0,1,Check-Out,2015-11-09
City Hotel,0,13,2015,September,37,11,0,1,1,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,95.0,0,1,Check-Out,2015-09-12
Resort Hotel,1,55,2016,August,33,10,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,189.0,0,0,Canceled,2016-07-27
City Hotel,0,50,2017,February,7,18,2,5,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,68.0,0,0,Check-Out,2017-02-25
Resort Hotel,0,4,2016,April,15,8,2,5,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,,0,Transient,46.0,0,0,Check-Out,2016-04-15
City Hotel,0,116,2017,August,34,21,1,1,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,98.0,,0,Transient-Party,125.0,0,0,Check-Out,2017-08-23
City Hotel,1,102,2017,May,21,27,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,85.0,,0,Transient,119.52,0,0,Canceled,2017-02-15
Resort Hotel,0,250,2017,August,34,23,2,4,2,1.0,0,HB,ESP,Direct,Direct,0,0,0,G,G,1,No Deposit,250.0,,0,Transient,266.43,1,2,Check-Out,2017-08-29
City Hotel,0,81,2016,May,19,7,2,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,116.1,0,0,Check-Out,2016-05-10
City Hotel,0,163,2017,August,34,24,0,1,2,0.0,0,BB,TUR,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,168.0,,0,Transient,80.1,0,0,Check-Out,2017-08-25
City Hotel,0,5,2016,July,29,10,2,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,40.0,0,Transient,65.0,0,0,Check-Out,2016-07-12
Resort Hotel,0,0,2016,March,14,28,1,0,1,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,48.0,0,0,Check-Out,2016-03-29
City Hotel,1,163,2016,October,42,15,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,34.0,,0,Transient,115.0,0,0,Canceled,2016-09-27
Resort Hotel,0,383,2016,October,41,6,0,3,1,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,1,No Deposit,315.0,,0,Transient-Party,42.0,0,0,Check-Out,2016-10-09
City Hotel,1,35,2016,November,49,28,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,2,No Deposit,,,0,Transient-Party,75.0,0,0,Canceled,2016-11-25
Resort Hotel,0,17,2016,August,35,23,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,209.0,0,0,Check-Out,2016-08-25
Resort Hotel,1,131,2017,June,22,2,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,110.0,0,3,Canceled,2017-04-29
City Hotel,0,36,2015,October,42,13,0,3,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26.0,,0,Transient-Party,91.0,0,0,Check-Out,2015-10-16
City Hotel,0,189,2016,May,21,19,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,65.0,0,0,Check-Out,2016-05-22
City Hotel,0,136,2017,June,22,2,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,85.0,0,0,Check-Out,2017-06-05
Resort Hotel,0,14,2016,February,7,13,2,5,2,1.0,0,BB,FRA,Direct,Direct,0,0,0,G,G,1,No Deposit,250.0,,0,Transient,91.0,0,1,Check-Out,2016-02-20
Resort Hotel,0,175,2015,October,41,7,2,5,2,0.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,6.0,,0,Transient,41.6,1,0,Check-Out,2015-10-14
City Hotel,0,0,2015,August,34,18,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Contract,129.0,0,0,Check-Out,2015-08-19
City Hotel,1,278,2015,July,30,22,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Contract,62.0,0,0,Canceled,2015-01-01
City Hotel,0,189,2017,May,21,24,1,4,2,0.0,0,BB,FIN,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,129.78,0,0,Check-Out,2017-05-29
City Hotel,0,101,2017,May,19,12,1,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,147.0,0,1,Check-Out,2017-05-15
City Hotel,0,31,2016,September,38,16,0,1,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,125.1,0,1,Check-Out,2016-09-17
Resort Hotel,0,21,2016,January,5,29,0,2,2,0.0,0,Undefined,ESP,Direct,Direct,0,0,0,G,G,1,No Deposit,250.0,,0,Transient,135.0,0,0,Check-Out,2016-01-31
City Hotel,0,24,2017,March,9,2,1,3,2,0.0,0,BB,BIH,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.8,0,2,Check-Out,2017-03-06
Resort Hotel,0,6,2015,July,30,20,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,G,0,No Deposit,,,0,Transient,176.0,1,0,Check-Out,2015-07-21
Resort Hotel,1,100,2016,February,8,20,2,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,38.32,0,2,Canceled,2016-02-08
City Hotel,1,75,2016,March,12,17,1,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,0,Transient,70.0,0,0,Canceled,2016-02-03
Resort Hotel,0,23,2015,July,31,26,2,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,5.0,,0,Transient,131.2,0,1,Check-Out,2015-08-01
City Hotel,0,156,2016,August,35,23,0,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9.0,,0,Transient,94.5,0,1,Check-Out,2016-08-25
City Hotel,0,132,2016,May,20,13,2,2,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,113.05,0,1,Check-Out,2016-05-17
City Hotel,1,60,2017,June,25,20,0,3,2,0.0,0,SC,ARG,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,1,Canceled,2017-05-30
